sheet,category,question,answer,amounts
faq,料金・スマートサイドドット,スマートサイドドットレーザーのニキビ跡オプションはいくらですか／スマサイにオプションはありますか,"スマートサイドドットレーザーのニキビ跡オプション（税込）は、1箇所2,200円、8箇所以上15,400円となります。2回目以降の施術で、照射範囲内にあるへこみの強いニキビ跡に集中照射を追加できます。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",2200 15400
faq,料金・スマートサイドドット,スマートサイドドットレーザーで傷あとの治療はできますか／傷あとの治療料金はいくらですか,"スマートサイドドットレーザーで傷あとの治療が可能です。料金（税込）は顔・体それぞれ以下のとおりです。線状のもの幅5mm未満：2cm未満 顔9,790円/体7,480円、10cm未満 顔17,490円/体11,770円、15cm未満 顔21,890円/体15,950円、20cm未満 顔27,390円/体19,580円、20cm以上 顔1cm×1,245円/体1cm×890円。片腕（前腕全体・リストカット等）体33,000円となります。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",890 1245 7480 9790 11770 15950 17490 19580 21890 27390 33000
faq,料金・費用,フラル式シミ取りレーザーの料金はいくらですか？,"料金はシミ1個5mmまで5,500円〜です。5個まで取り放題のプランは18,800円で、前処置・アフターケアを含みます。詳しくは料金表をご確認ください。",5500 18800
faq,料金・費用,タトゥー（刺青）除去の料金はいくらですか？,"料金は大きさによって異なり、500円玉サイズまでが初回5,500円、通常16,500円です。セット割もあり、5回セットは20％OFF、10回セットは30％OFFです。",500 5500 16500
faq,施術・治療案内,HARG療法は痛いですか？/ハーグ療法は痛いですか？,"HARG療法は注射による治療のため、チクチクとした刺激を感じることがありますが、麻酔が必要ない程度の軽い痛みです。痛みに敏感な方には笑気麻酔（税込3,300円）もご用意しています。",3300
faq,料金・費用,HARG療法の費用はいくらですか？/ハーグ療法の費用はいくらですか？,"HARG療法の料金は、1回90,200円、6回セットで343,200円です。6回セットは1回ずつ受けるよりも198,000円お得です。笑気麻酔をご希望の場合は、別途3,300円がかかります。",3300 90200 198000 343200
faq,料金・費用,メンズヒゲ脱毛の料金を教えてください。,"4パーツ（頬・鼻下・顎・顎下）は1回19,800円、5回セット79,800円です。2パーツ（鼻下・顎）は1回6,500円、5回セット24,800円、2パーツ（頬・顎下）は1回14,800円、5回セット59,800円です。",6500 14800 19800 24800 59800 79800
faq,料金・費用,フラルスキン治療に使用する化粧品はどんなものですか？,"FLALUコスメシリーズを併用します。レアセラム（美容液）12,500円、メディオイル（化粧用オイル）5,800円、クレンジング（洗顔料）2,800円を組み合わせ、トレチノインと併用することで最大の効果を発揮します。",2800 5800 12500
faq,料金・費用,フラルスキン治療の料金はいくらですか？,"フラルスキン治療で使用する製品の料金（税込）は、トレチノイン11,500円、トレチノインゲル各5,800円、レアセラム2本セット12,500円、メディオイル5,800円、クレンジング2,800円です。自由診療となります。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",2800 5800 11500 12500
faq,料金・費用,ボトックスの料金はいくらですか？／エラボトックスの料金はいくらですか／エラボトはいくらですか／小顔ボトックスの料金を教えてください,"ボトックス治療の料金は、アラガン製1ポイント3,700円、ボツリヌストキシン1ポイント2,500円、小顔（エラボトックス）34,800円〜、ワキ汗49,800円〜です。
詳しくは料金ページをご覧ください。[料金ページ](https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk)
※ボトックスの必要ポイント数は医師の診察時の判断となります。",2500 3700 34800 49800
faq,料金・費用,mikoメソッドの料金はいくらですか？／ミコメゾットの料金を教えてください／首イボの治療の料金はいくらですか？／首イボ取りはいくらかかりますか／首イボ除去の費用を教えてください,"mikoメソッド首イボ治療（2mm未満の首イボ）の料金（税込）は、個数によって異なります。【1〜20個目】1個1,800円、【21〜50個】一律37,000円、【51個目〜】1個740円です。別途初診料3,300円、麻酔クリーム1,950円、薬代450円程度がかかります。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",450 740 1800 1950 3300 37000
faq,施術・治療案内,ミラドライの治療に麻酔クリームは使用できますか？,"当院では、痛みに配慮し、麻酔クリームと麻酔注射を併用する方法をご案内しています。麻酔クリームは両ワキで3,900円となります。",3900
faq,料金・費用,ミラドライの料金はいくらですか？,"ミラドライの料金は、1回242,000円です。2回目以降は189,800円となります。当院では2回セットの割引プランもご用意しています。
詳しくは料金ページ（https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk）をご覧ください。ご予約はWEB予約（https://adeb.reserve.ne.jp/sp/）またはLINE予約（https://page.line.me/epg9453r）から可能です。",189800 242000
faq,料金・費用,MOFU23の価格はいくらですか？,"MOFU23の価格は単品8,800円、定期購入は7,920円です。料金の詳細は料金ページ（https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk）をご覧ください。ご相談やご購入はWEB予約（https://adeb.reserve.ne.jp/sp/）またはLINE予約（https://page.line.me/epg9453r）から可能です。",7920 8800
faq,料金・費用,毛穴ピコフラクショナルの料金はいくらですか？,"毛穴ピコフラクショナルは自費診療です。料金（税込）は全顔34,800円、全顔5回セット139,200円、部分（300ショット）9,800円となります（麻酔代・軟膏代別途）。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",9800 34800 139200
faq,料金・費用,稗粒腫の料金はいくらですか？／稗粒腫の治療費はいくらですか？／稗粒腫の治療の料金はいくらですか？,"稗粒腫の自費治療の料金（税込）は、取り放題（1〜30個）一律25,500円、31個目以降は1個につき850円となります。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",850 25500
faq,料金・費用,LED治療はいくらですか？青色LED治療はいくらですか？ニキビ治療はいくらですか？,"LED治療は初回お試しが1,100円、2回目以降は2,800円、学割の場合は2,300円でご案内しております。また、お得な10回チケットは20,000円でご購入いただけます。詳しくは料金ページ（https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk）をご覧ください。",1100 2300 2800 20000
faq,料金,フラル式シミレーザー治療（顔）の料金を教えてください。,"AdeBクリニックのフラル式シミレーザー治療（顔）は、初回と2回目以降で料金が異なります。【初回】直径5mm：5,500円、10mm：11,000円、15mm：16,500円。【2回目以降】直径5mm：10,500円、10mm：16,500円、15mm：21,500円です。詳しくは料金ページ（https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk）をご覧ください。",5500 10500 11000 16500 21500
faq,料金,シミ取り放題（顔）の料金を教えてください。,"AdeBクリニックのシミ取り放題（顔）は、大きさに関わらず、選んだプランの個数（3個／5個／10個）までシミ取りが可能です。【初回】シミ取りレーザー3（初回限定）：7,800円、レーザー5：18,800円、レーザー10：29,800円。【2回目以降】レーザー5：23,800円、レーザー10：34,800円です。シミ取りレーザー3は、「初回限定」で顔のシミを3個まで取れるプランです。",7800 18800 23800 29800 34800
faq,料金,ピコフラクショナルはいくらですか？,"AdeBクリニックのピコフラクショナルには大きく2種類あり、目的によって料金が異なります。
【そばかす向け（そばかすシャワー）】両ほほ：19,800円、全顔（瞼除く）：24,800円。
【毛穴向け（毛穴ピコフラクショナル）】全顔：34,800円、部分300ショット：9,800円です。",9800 19800 24800 34800
faq,料金,16mm以上のイボの料金はいくらですか／大きなイボの料金を教えてください,"イボレーザー（炭酸ガスレーザー）で16mm以上の大きなイボは、長径のmmサイズ×1,300円で料金を計算します。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",1300
faq,料金,目元のイボの料金はいくらですか？,"AdeBクリニックの目元のイボ治療は、2mm未満でも1個あたり6,500円となります。",6500
faq,"料金,割引",イボレーザーの治療総額が一定額を超えると割引はありますか？,"AdeBクリニックのイボレーザー治療で、料金が総額110,000円を超えた場合、以降のイボレーザー治療は30%OFFになります。割引は最初の治療日から半年間有効です。麻酔代・軟膏代・テープ代・診察料などは割引対象外です。",110000
faq,"料金,割引",2mm未満3個セット料金は割引対象になりますか？,"イボレーザーの2mm未満3個セットの料金は7,000円（税込）です。このセット料金は治療総額には含まれますが、30%OFFの割引対象にはなりません。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",7000
faq,料金,粉瘤手術の料金はいくらですか？,"AdeBクリニックの粉瘤手術（保険診療）は、治療部位と大きさによって費用が異なります。【露出部（顔・首・前腕など）】直径2cm未満：3割負担の場合5,000〜6,000円程度、1割負担の場合2,000円程度。直径2cm以上は当院では治療を行っておりません。【露出部以外（体幹・上腕・大腿など）】直径2cm未満：3割負担の場合5,000〜6,000円程度、1割負担の場合1,500円程度。直径2cm以上は当院では治療を行っておりません。※非露出部は半袖や半ズボンで隠れる部分を指します。※症状によっては処置できない場合があります。",1500 2000 6000
faq,料金,女性のレーザー脱毛の料金を教えてください。/女性の脱毛はいくらですか？,"AdeBクリニックのレーザー脱毛（女性）は、部位や回数によって料金が異なります。【パーツ脱毛】SSパーツ1ヵ所3,980円、Sパーツ1ヵ所7,480円、Lパーツ1ヵ所14,800円。【顔脱毛4か所（両ほほ・鼻下・あご・あご下）】1回19,800円、5回セット91,680円。【全身脱毛】単発1回49,800円（おひとり様10回まで）、全身脱毛5回パック（顔・襟足・VIO除く）209,780円（医療ローン60回払いの場合は月々4,400円〜）。5回パック終了後は、再度5回パック購入が10%OFFとなります。",3980 4400 7480 14800 19800 49800 91680 209780
faq,料金,男性のレーザー脱毛の料金を教えてください。/男性の脱毛はいくらですか？,"AdeBクリニックのレーザー脱毛（男性）は、部位や回数によって料金が異なります。【パーツ脱毛】SSパーツ1ヵ所3,980円、Sパーツ1ヵ所7,480円、Lパーツ1ヵ所16,800円。【ひげ脱毛4か所（両ほほ・鼻下・あご・あご下）】1回19,800円、5回セット79,800円。【ひげ脱毛2か所（鼻下・あご）】1回6,500円、5回セット24,800円。【ひげ脱毛2か所（両ほほ・あご下）】1回14,800円、5回セット59,800円。【全身脱毛】単発1回52,000円（おひとり様10回まで）、全身脱毛5回パック（顔・襟足・VIO除く）219,800円（医療ローン60回払いの場合は月々4,500円〜）。5回パック終了後は、再度5回パック購入が10%OFFとなります。",3980 4500 6500 7480 14800 16800 19800 24800 52000 59800 79800 219800
faq,料金,薄毛治療の料金を教えてください。,"AdeBクリニックの薄毛治療は、施術内容によって料金が異なります。【HARG療法】1回90,200円、6回セット349,200円。笑気麻酔をご希望の場合は別途3,300円が必要です。【エキシマライト（保険診療）】3割負担の方で約1,020円（別途保険診察料あり）。【スカルプ育毛エッセンス「MOFU23」PREMIUM】8,800円。【育毛促進注射】1回3,300円（頭皮LED治療と同日なら1回2,200円）。※スカルプエッセンス療法は、HARG療法を1度でも受けた方が対象です。",1020 2200 3300 8800 90200 349200
faq,料金,メンズ薄毛治療プランの料金を教えてください。,"AdeBクリニックのメンズ薄毛治療プランは、目的に合わせて3つのプランをご用意しています。【① お家で薄毛予防プラン（内服）】初回1,800円、通常4,800円、3ヶ月まとめ買い12,960円（10%OFF）。【② お家で発毛プラン（内服＋育毛エッセンス）】初回10,600円、通常13,600円、3ヶ月まとめ買い36,720円（10%OFF）。【③ 発毛促進プラン（HARG療法1回＋内服＋育毛エッセンス）】初回100,800円、通常103,800円、3ヶ月まとめ買い220,860円（10%OFF）。",1800 4800 10600 12960 13600 36720 100800 103800 220860
faq,料金,レディース薄毛治療プランの料金を教えてください。,"AdeBクリニックのレディース薄毛治療プランは、目的に合わせて3つのプランがあります。【① お家で薄毛予防プラン（内服）】初回6,200円、通常9,200円、3ヶ月まとめ買い24,840円（10%OFF）。【② お家で発毛プラン（内服＋育毛エッセンス）】初回15,000円、通常18,000円、3ヶ月まとめ買い48,600円（10%OFF）。【③ 発毛促進プラン（HARG療法1回＋内服＋育毛エッセンス）】初回105,200円、通常108,200円、3ヶ月まとめ買い232,740円（10%OFF）。",6200 9200 15000 18000 24840 48600 105200 108200 232740
faq,料金,予防接種の料金を教えてください。,"AdeBクリニックの予防接種は、ワクチンの種類によって料金が異なります。【子宮頸がんワクチン（公費）】無料。【子宮頸がんワクチン（自費）】1回26,400円。【帯状疱疹ワクチン（50歳以上）】1回22,200円です。",22200 26400
faq,料金,子宮頸がんのワクチンはいくらですか？,"子宮頸がんワクチンは公費の場合、無料となり、自費の場合1回26,400円となります。",26400
faq,,帯状疱疹ワクチンはいくらですか？,"帯状疱疹ワクチン1回22,200円です。",22200
faq,料金,内服薬やサプリメントの料金を教えてください。,"AdeBクリニックの内服薬・サプリメント（自費）は、以下の料金でご案内しております。【グルタチオン100mg】90錠4,400円、180錠8,800円。【JMBポーサインPRO（プラセンタサプリ）】1箱12,000円です。",4400 8800 12000
faq,料金,フェイシャルケアの初回限定チケットの料金を教えてください。,"AdeBクリニックのフェイシャルケアでは、お試し後にご利用いただける初回限定チケットをご用意しています。【シルバープラン】フェイシャル全2回で33,000円。【ゴールドプラン】フェイシャル全4回で55,000円。※初回限定メニューはお一人様1回限りとなります。",33000 55000
faq,料金,基礎化粧品の料金を教えてください。,"AdeBクリニックの基礎化粧品は、以下の料金でご案内しております。【FLALUクレンジング】2,800円。【FLALUレアセラム2本セット】12,500円。【FLALUレアセラム3本セット】17,750円。【FLALUメディオイル】5,800円。【FLALUオールインワンジェル】10,780円です。",2800 5800 10780 12500 17750
faq,料金,FLALUクレンジングの料金はいくらですか？,"AdeBクリニックのFLALUクレンジングは2,800円です。",2800
faq,料金,FLALUレアセラム2本セットの料金はいくらですか？,"AdeBクリニックのFLALUレアセラム2本セットは12,500円です。",12500
faq,料金,FLALUレアセラム3本セットの料金はいくらですか？,"AdeBクリニックのFLALUレアセラム3本セットは17,750円です。",17750
faq,料金,FLALUメディオイルの料金はいくらですか？,"AdeBクリニックのFLALUメディオイルは5,800円です。",5800
faq,料金,FLALUオールインワンジェルの料金はいくらですか？,"AdeBクリニックのFLALUオールインワンジェルは10,780円です。",10780
faq,料金,ラシャスリップスの料金はいくらですか？,"AdeBクリニックのラシャスリップス（医療機関専売リップグロス）は、1本10,890円です。",10890
faq,料金,そばかすシャワーの料金はいくらですか？,"そばかすシャワーの料金は、両頬19,800円、全顔24,800円です。別途、麻酔クリームや軟膏代がかかる場合があります。",19800 24800
faq,料金・麻酔,麻酔注射はいくらですか？,"麻酔注射の料金は1回1,200円です。",1200
faq,料金・麻酔,麻酔クリームはいくらですか？,"麻酔クリームの料金は、顔1/4以下が900円、顔半分以下が1,500円、顔全体が1,950円です。",900 1500 1950
faq,料金・麻酔,笑気麻酔の料金はいくらですか？,"笑気麻酔の料金は3,300円です。",3300
faq,料金・麻酔,目元用コンタクトレンズと点眼の料金はいくらですか？,"目元用コンタクトレンズとベノキシール点眼の料金は、1回3,300円です。",3300
faq,脱毛_料金,SSパーツの脱毛はいくらですか？,"SSパーツの医療脱毛は、1ヵ所1回3,980円です。SSパーツには、鼻下・あご・へそ周り・乳輪周りなどが含まれます。",3980
faq,脱毛_料金,Sパーツの脱毛はいくらですか？,"Sパーツの医療脱毛は、1ヵ所1回7,480円です。両脇、両ほほ、あご下、ビキニラインなどがSパーツに該当します。",7480
faq,脱毛_料金,Lパーツの脱毛はいくらですか？,"Lパーツの医療脱毛は、1ヵ所1回14,800円（女性）、16,800円（男性）です。胸・お腹・背中・太ももなどの広範囲が対象です。",14800 16800
faq,脱毛_料金,顔の脱毛はいくらですか？,"顔脱毛は、照射部位によって料金が異なります。SSパーツは1回3,980円、Sパーツは1回7,480円です。複数部位を組み合わせて施術することも可能です。",3980 7480
faq,脱毛_料金,ワキ脱毛はいくらですか？/ワキ脱毛はいくらですか？/脇脱毛はいくらですか？/脇脱毛の料金,"両脇の医療脱毛は、Sパーツに該当し、1回7,480円です。男女ともに同一料金です。",7480
faq,脱毛_料金,VIO脱毛はいくらですか？,"VIO脱毛は女性のみ対応しています。VラインはLパーツ1回14,800円、Iライン・OラインはSパーツ1回7,480円です。男性のVIO脱毛は行っていません。",7480 14800
faq,脱毛_料金,ヒゲ脱毛はいくらですか？,"男性のヒゲ脱毛は、4ヶ所1回19,800円、5回セット79,800円です。鼻下・顎のみの場合は、1回6,500円、5回セット24,800円です。",6500 19800 24800 79800
faq,脱毛_料金,全身脱毛はいくらですか？,"全身脱毛5回パックは、女性209,780円、男性289,800円です。いずれも顔・襟足・VIOは含まれていません。",209780 289800
faq,脱毛_料金,脱毛料金以外にかかる費用はありますか？,"脱毛料金とは別に、麻酔代や軟膏代がかかる場合があります。麻酔クリームは900円〜1,950円、笑気麻酔は3,300円です。",900 1950 3300
faq,イボ治療,イボ取り放題はありますか？,"首にできる小さなイボについては、mikoメソッドによる首イボ治療を行っており、1回の治療で複数個まとめて除去することが可能です。mikoメソッドは2mm未満の首イボ（アクロコルドン・スキンタッグ・軟性線維腫）に適した自費診療で、首の範囲にあるイボをまとめて治療できます。料金は首イボ50個まで取り放題プラン37,000円、51個目からは1個につき740円治療回数は1回で、混雑時は1回あたり最大150個までとなる場合があります。",740 37000
faq,イボ治療,首のイボはまとめて取れますか？,"首にできる小さなイボについては、mikoメソッドによる首イボ治療で、1回の治療で複数個まとめて除去することが可能です。2mm未満の首イボ（アクロコルドン・スキンタッグ・軟性線維腫）が対象で、首の範囲内にあるイボをまとめて治療します。料金は首イボ50個まで取り放題プラン37,000円、51個目からは1個につき740円です。治療回数は1回で、混雑時は1回あたり最大150個までとなる場合があります。",740 37000
faq,イボ治療,首イボは何個まで一度に取れますか？,"mikoメソッドによる首イボ治療では、1回の治療で複数個の首イボをまとめて除去することが可能です。通常は首イボ50個まで37,000円で治療を行っており、混雑時は1回あたり最大150個まで治療できる場合があります。治療回数は1回です。",37000
faq,イボ治療,首イボの治療は取り放題ですか？,"mikoメソッドによる首イボ治療では、1回の治療で複数個の首イボをまとめて除去できます。料金は首イボ50個まで取り放題プラン37,000円、51個目からは1個につき740円です。治療回数は1回で、混雑時は1回あたり最大150個までとなる場合があります。",740 37000
faq,イボ治療,首にできた小さいイボは一度で取れますか？,"2mm未満の小さな首イボについては、mikoメソッドによる首イボ治療で、1回の治療でまとめて除去することが可能です。首の範囲にあるイボを対象とし、治療回数は1回です。料金は首イボ50個まで取り放題プラン37,000円、51個目からは1個につき740円です。治療回数は1回で、混雑時は1回あたり最大150個までとなる場合があります。",740 37000
faq,イボ治療,スキンタッグやアクロコルドンはまとめて取れますか？,"スキンタッグやアクロコルドン（軟性線維腫）に該当する首イボは、mikoメソッドによる首イボ治療でまとめて除去することが可能です。1回の治療で複数個の首イボを対象とし、料金は首イボ50個まで37,000円です。",37000
faq,料金・費用,血管腫レーザーの料金はいくらですか？,"血管腫レーザーの料金（税込）は大きさによって異なります。直径5mm未満は5,700円、10mm未満は11,200円、15mm未満は16,700円です。直径15mm以上の場合は1ショット追加ごとに2,200円が加算されます。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",2200 5700 11200 16700
faq,料金・費用,血管腫が大きい場合の料金はどうなりますか？,"直径15mm以上の場合は、1ショット追加ごとに2,200円が加算されます。",2200
faq,赤み治療,ほほ全体の赤み治療もできますか？,"ほほ全体の赤み治療も可能です。片ほほは33,000円、両ほほは60,500円で治療を行っています。",33000 60500
faq,脱毛・キャンセル料,脱毛施術のキャンセル料はいくらですか？,"当日の変更・キャンセルの場合、1部位につき1,100円（最大3,300円）のキャンセル料が発生します。当日の時間変更もキャンセルポリシーの対象となります。体調不良や月経等の場合も対象となります。",1100 3300
faq,施術・治療,脂腺増殖症は治療できますか？,"イボレーザー（炭酸ガスレーザー）を用いての治療が可能です。料金（税込）は、直径2mm未満3個まで7,000円、直径5mm未満1個7,000円、直径10mm未満1個13,500円、直径15mm未満1個19,800円となります。16mm以上は長径mm×1,300円です。目元のイボは2mm未満でも1個あたり7,000円となります。詳しくはこちらからご確認いただけます → https://www.adeb.com/service/co2laser/?utm_source=ai&utm_medium=sugudesk",1300 7000 13500 19800
faq,施術・治療,脂漏性角化症はいくらですか／脂漏性角化症は治療可能ですか,"首や体の2mm未満のイボはmikoメソッドによる治療となります。2mm以上のイボおよび顔の脂漏性角化症の場合はイボレーザー（炭酸ガスレーザー）による治療となります。mikoメソッドの料金（税込）は1〜20個目1個1,800円、21〜50個一律37,000円、51個目以降1個740円です。イボレーザーの料金（税込）は直径2mm未満3個まで7,000円、5mm未満7,000円、10mm未満13,500円、15mm未満19,800円です。詳しくはこちらからご確認いただけます → https://www.adeb.com/service/co2laser/?utm_source=ai&utm_medium=sugudesk",740 1800 7000 13500 19800 37000
faq,料金・支払い,"シミ診断の費用はいくらですか？（初診料, 再診料, カウンセリング料）","シミの診断のみをご希望の場合、当院での自費治療が初めての方は初診料3,300円、当院で自費治療のご経験がある方は再診料880円となります。",880 3300
faq,料金・支払い,"シミ取りレーザーの際、軟膏や麻酔、薬代などの目安を教えてください。（追加費用, 処方箋, 薬局）","麻酔代は1,200円（自費）です。軟膏や内服薬は保険処方となるため、負担割合や受診条件により異なりますが、3割負担の方でおよそ1,000～2,000円程度が目安です。別途、調剤薬局でのお薬代が発生します。お薬代は調剤薬局へお問い合わせください。",1200 2000
faq,料金・支払い,"シェービングサービスはありますか？（前処理, 剃毛, 自己処理）","前処理は有料オプションとなります。ご自身で対応が難しい背中（上・下）は各2,750円、全身脱毛の場合は5,500円となります。",2750 5500
faq,その他,"診察券をなくした場合はどうすればよいですか？（紛失, 再発行費用）",初回は無料で再発行いたします。2回目以降は再発行手数料110円をいただきます。,110
faq,赤ら顔・料金,赤ら顔治療の料金はいくらですか？,"赤ら顔治療の一例として、フォト治療による赤ら顔10回セット（全顔）は198,000円です。",198000
faq,そばかす（雀卵斑）,そばかす治療の料金はいくらですか？,"料金は、そばかすシャワー（両頬）19,800円、そばかすシャワー（全顔）24,800円、そばかす取り放題（200ショットまで）60,500円、そばかす取り放題（300ショットまで）82,500円です。",19800 24800 60500 82500
faq,そばかす（雀卵斑）,そばかす取り放題の追加ショットはできますか？,"そばかす取り放題のオプションとして、取り放題当日に100ショットまで22,000円で追加可能です。また、取り放題治療から1年以内であれば100ショットまで33,000円で追加可能です。",22000 33000
faq,料金・テノールネオ,テノールネオの料金を教えてください／テノールネオはいくらですか／テノールネオの値段を教えてください,"テノールネオの料金（税込）は以下のとおりです。初回お試し8,800円、1回43,000円、5回券125,000円、10回券208,000円、20回券358,000円、30回券477,000円、月額会員コース（月1回）16,800円、月額会員コース（月2回）29,800円となります。なお2026年4月中は旧テノール料金でのご購入・ご入会も可能です。詳しくはスタッフまでお気軽にお声がけください。",8800 16800 29800 43000 125000 208000 358000 477000
faq,料金・テノールネオ,テノールネオの初回料金はいくらですか／テノールネオをお試しで受けたい,"テノールネオの初回お試し料金は8,800円（税込）となります。詳しくはスタッフまでお気軽にお声がけください。",8800
faq,料金・テノールネオ,テノールネオの回数券の料金はいくらですか,"テノールネオの回数券料金（税込）は、5回券125,000円、10回券208,000円、20回券358,000円、30回券477,000円となります。詳しくはスタッフまでお気軽にお声がけください。",125000 208000 358000 477000
faq,料金・テノールネオ,テノールネオの月額コースの料金はいくらですか／テノールネオの月会員はありますか,"テノールネオの月額会員コースの料金（税込）は、月1回コース16,800円、月2回コース29,800円となります。詳しくはスタッフまでお気軽にお声がけください。",16800 29800
faq,施術・プラセンタ注射,プラセンタ注射は保険診療ですか／プラセンタ注射は自由診療ですか／プラセンタ注射に保険は使えますか,"プラセンタ注射は自由診療となります。保険は適用されません。料金は1本1,200円、2本1,900円（税込）となります。詳しくはこちらからご確認いただけます → https://www.adeb.com/service/placenta/?utm_source=ai&utm_medium=sugudesk",1200 1900
